author_name,author_id,author_distinct_topics,author_keyworks_count,rank,work_id,title,distinct_topics,refs_count,is_topic_keywork,categories
Adonis Vidu,theo_e9456cb5a226,0,2,2,work_6a731d63177b,The Same God Who Works All Things,0,0,1,
Andrew Loke,theo_5b2e4def6908,0,2,1,work_4faa1d12bf84,The Impeccability of Christ,0,0,1,
Andrew Loke,theo_5b2e4def6908,0,2,2,work_536187864988,The Logic of God Incarnate,0,0,1,
Benjamin L. Gladd,theo_0b1e511868a6,0,2,1,work_1525090f86a1,From Adam and Israel to the Church: A Biblical Theology of the People of God,0,0,1,
Benjamin L. Gladd,theo_0b1e511868a6,0,2,2,work_b14a49c7a811,The Story Retold: A Biblical-Theological Introduction to the New Testament,0,0,1,
Brad Gregory,theo_36feefcaa300,0,2,1,work_e6a0d9ab2e61,"Rebel in the Ranks: Martin Luther, the Reformation, and the Conflicts That Continue to Shape Our World",0,0,1,
Brad Gregory,theo_36feefcaa300,0,2,2,work_d0df7b274344,The Unintended Reformation,0,0,1,
Brandon D. Crowe,theo_d7d02c7a68ee,0,2,1,work_5e1971e0ec04,The Last Adam: A Theology of the Obedient Life of Jesus in the Gospels,0,0,1,
Brandon D. Crowe,theo_d7d02c7a68ee,0,2,2,work_ec77f9e34697,The Path of Faith: A Biblical Theology of Covenant and Law,0,0,1,
Bruce Riley Ashford,theo_ea1e268e7414,0,2,1,work_629cfb5e531e,'The Gospel and the Mind: Recovering and Shaping the Intellectual Life',0,0,1,
Bruce Riley Ashford,theo_ea1e268e7414,0,2,2,work_29db2d913fef,Every Square Inch,0,0,1,
Christopher W. Morgan,theo_26b91742e60e,0,2,1,work_500b374802e1,Faith Comes by Hearing: A Response to Inclusivism,0,0,1,
Christopher W. Morgan,theo_26b91742e60e,0,2,2,work_d1f77e0f60a2,Hell Under Fire,0,0,1,
Craig D. Allert,theo_abcafeaa98f2,0,2,1,work_251ac5fe9e59,A High View of Scripture?,0,0,1,
Craig D. Allert,theo_abcafeaa98f2,0,2,2,work_df35bc8124ff,Early Christian Readings of Genesis One: Patristic Exegesis and Literal Interpretation,0,0,1,
Craig L. Blomberg,theo_981e4c295dcd,0,2,1,work_1a849e5ffadb,A Case for Historic Premillennialism,0,0,1,
Craig L. Blomberg,theo_981e4c295dcd,0,2,2,work_6ed310bb7b6d,Can We Still Believe in Eternal Security?,0,0,1,
D. Stephen Long,theo_95a3e21f71e8,0,2,1,work_2021a32f7567,Saving Karl Barth: Hans Urs von Balthasar's Preoccupation,0,0,1,
D. Stephen Long,theo_95a3e21f71e8,0,2,2,work_b2c6ce30eeb0,The Perfectly Simple Triune God,0,0,1,
Daniel Strange,theo_1357e1187772,0,2,1,work_59e1beaba11b,Plugged In (sections on public theology),0,0,1,
Daniel Strange,theo_1357e1187772,0,2,2,work_434b2ee124e3,Their Rock Is Not Like Our Rock,0,0,1,
David S. Fergusson,theo_45caa804f8e0,0,2,1,work_001f74de0ab3,The Cambridge Companion to Reformed Theology (sections on sacraments),0,0,1,
David S. Fergusson,theo_45caa804f8e0,0,2,2,work_777132159ef1,The Providence of God: A Polyphonic Approach,0,0,1,
Douglas Campbell,theo_5b3efeac3c5d,0,2,1,work_9b072a2aeafa,Paul: An Apostle's Journey,0,0,1,
Douglas Campbell,theo_5b3efeac3c5d,0,2,2,work_e1ff289a6fe3,The Deliverance of God,0,0,1,
Douglas Farrow,theo_619a84649559,0,2,1,work_b4a2b858ab28,Ascension and Ecclesia,0,0,1,
Douglas Farrow,theo_619a84649559,0,2,2,work_a7d1b0a80b42,Ascension Theology,0,0,1,
Esther Meek,theo_987141512a28,0,2,1,work_ba4cdf119fff,Contact with Reality: Michael Polanyi's Realism and Why It Matters,0,0,1,
Esther Meek,theo_987141512a28,0,2,2,work_977044b731e4,Loving to Know: Covenant Epistemology,0,0,1,
Frank D. Macchia,theo_659386733749,0,2,1,work_8672c9269bae,Baptized in the Spirit: A Global Pentecostal Theology,0,0,1,
Frank D. Macchia,theo_659386733749,0,2,2,work_998efb5bce2a,Jesus the Spirit Baptizer: Christology in Light of Pentecost,0,0,1,
Gerald Bray,theo_ca6eb437de71,0,2,1,work_f32fbbb22b58,Augustine on the Christian Life: Transformed by the Power of God,0,0,1,
Gerald Bray,theo_ca6eb437de71,0,2,2,work_7480ee533545,The Church: A Theological and Historical Account,0,0,1,
Hans Madueme,theo_751e14fa1d77,0,2,1,work_37ed05d8e80c,"'Adam, the Fall, and Original Sin: Theological, Biblical, and Scientific Perspectives'",0,0,1,
Hans Madueme,theo_751e14fa1d77,0,2,2,work_57b538e64137,"'Traducianism and the Doctrine of Original Sin' (Themelios, 2012)",0,0,1,
J. Richard Middleton,theo_a3b233f61b72,0,2,1,work_9645f94da676,A New Heaven and a New Earth: Reclaiming Biblical Eschatology,0,0,1,
J. Richard Middleton,theo_a3b233f61b72,0,2,2,work_a1e10c905bb5,The Liberating Image: The Imago Dei in Genesis 1,0,0,1,
J.P. Moreland,theo_585182ad47f2,0,2,1,work_86d2fb63b2bb,Body & Soul: Human Nature & the Crisis in Ethics,0,0,1,
J.P. Moreland,theo_585182ad47f2,0,2,2,work_436a18dddae4,Moral Choices: An Introduction to Ethics,0,0,1,
Keith E. Johnson,theo_15f0416eb31e,0,2,1,work_fc55a9318717,'Rethinking the Trinity and Religious Pluralism: An Augustinian Assessment' (2011),0,0,1,
Keith E. Johnson,theo_15f0416eb31e,0,2,2,work_7594b44d307c,The Eternal Generation of the Son,0,0,1,
Kirk R. MacGregor,theo_3c1106e9a904,0,2,1,work_b2d27e80bf8f,Luis de Molina: The Life and Theology of the Founder of Middle Knowledge,0,0,1,
Kirk R. MacGregor,theo_3c1106e9a904,0,2,2,work_394adbfd51b4,Molinist Philosophical and Theological Ventures,0,0,1,
Kyle Claunch,theo_6321ddffa45a,0,2,1,work_baaa75886f16,"'God Is the Head of Christ: Does 1 Corinthians 11:3 Ground Gender Complementarity in the Immanent Trinity?' (JETS 56.4, 2013)",0,0,1,
Kyle Claunch,theo_6321ddffa45a,0,2,2,work_c52869e07c2e,Eternal Relations and the Divine Missions,0,0,1,
Lewis Ayres,theo_0281cb82d39e,0,2,1,work_3707429a4fa2,'Nicaea and Its Legacy: An Approach to Fourth-Century Trinitarian Theology' (2004),0,0,1,
Lewis Ayres,theo_0281cb82d39e,0,2,2,work_ec0021e77072,Nicaea and Its Legacy,0,0,1,
Matthew S. Harmon,theo_b9ce48e6a515,0,2,1,work_21825378d828,Covenantal and Dispensational Theologies: Four Views,0,0,1,
Matthew S. Harmon,theo_b9ce48e6a515,0,2,2,work_c4ee3e264dea,Rebels and Exiles: A Biblical Theology of Sin and Restoration,0,0,1,
Paul R. Hinlicky,theo_47391186a3c6,0,2,1,work_41a74d9fcdf0,Divine Simplicity: A Biblical and Trinitarian Account,0,0,1,
Paul R. Hinlicky,theo_47391186a3c6,0,2,2,work_2a7a04fee3f2,Divine Simplicity: A Dogmatic Account,0,0,1,
Peter G. Bolt,theo_bafd9f43b799,0,2,1,work_9af9b503423b,The Gospel to the Nations: Perspectives on Paul's Mission,0,0,1,
Peter G. Bolt,theo_bafd9f43b799,0,2,2,work_bb3c8eab21d7,The Incarnation: Collected Essays in Christology,0,0,1,
Roger E. Olson,theo_7f34fe630385,0,2,1,work_f221f2f35047,Against Calvinism,0,0,1,
Roger E. Olson,theo_7f34fe630385,0,2,2,work_87c5d67469e3,Arminian Theology: Myths and Realities,0,0,1,
Rowan Williams,theo_924f9f8d73a7,0,2,1,work_d3553744cb5c,"Being Christian: Baptism, Bible, Eucharist, Prayer",0,0,1,
Rowan Williams,theo_924f9f8d73a7,0,2,2,work_f5adf61c026e,Christ the Heart of Creation,0,0,1,
Samuel D. Renihan,theo_6e39a6571993,0,2,1,work_5d6e97dabfe5,From Shadow to Substance: The Federal Theology of the English Particular Baptists,0,0,1,
Samuel D. Renihan,theo_6e39a6571993,0,2,2,work_ca7b3cab3403,"The Mystery of Christ, His Covenant, and His Kingdom",0,0,1,
Sarah Coakley,theo_87ec2dfc5477,0,2,1,work_801dc6a0f612,"Powers and Submissions: Spirituality, Philosophy and Gender",0,0,1,
Sarah Coakley,theo_87ec2dfc5477,0,2,2,work_1fe8377934d2,The Making and Remaking of Christian Doctrine (esp. Christology essays),0,0,1,
Scot McKnight,theo_483d7f4aaf2a,0,2,1,work_c4b8e84cac45,Kingdom Conspiracy,0,0,1,
Scot McKnight,theo_483d7f4aaf2a,0,2,2,work_50f686381eaa,The King Jesus Gospel,0,0,1,
Simon Chan,theo_c6ee6360c076,0,2,1,work_806219629c4b,Liturgical Theology: The Church as Worshiping Community,0,0,1,
Simon Chan,theo_c6ee6360c076,0,2,2,work_94d6d8296c1d,Pentecostal Theology and the Christian Spiritual Tradition,0,0,1,
Stephen B. Chapman,Marvin R. Wilson,0,2,1,work_c87978d6da3c,Biblical Interpretation and Method: Essays in Honour of John Barton,0,0,1,
Stephen B. Chapman,Marvin R. Wilson,0,2,2,work_f05b2ee79dd0,The Oxford Handbook of Biblical Inerrancy,0,0,1,
T. Desmond Alexander,theo_4cd95c0af95c,0,2,1,work_3507870663b1,From Eden to the New Jerusalem: An Introduction to Biblical Theology,0,0,1,
T. Desmond Alexander,theo_4cd95c0af95c,0,2,2,work_bbe4076e0161,New Dictionary of Biblical Theology,0,0,1,
Todd S. Beall,theo_62979bca1706,0,2,1,work_9be4862cb8b7,'Contemporary Hermeneutical Approaches to Genesis 1-11',0,0,1,
Todd S. Beall,theo_62979bca1706,0,2,2,work_30db5f505d63,"'Genesis, Science, and the Beginning: Evaluating Interpretations of Genesis 1'",0,0,1,
Trevor J. Burke,theo_69f7d3564191,0,2,1,work_e8365ddc062f,Adopted into God's Family: Exploring a Pauline Metaphor,0,0,1,
Trevor J. Burke,theo_69f7d3564191,0,2,2,work_97fdb94e3a9b,The Adoption of Sons: Exploring the Nature of Filial Language in the Bible,0,0,1,
William Lane Craig,theo_28f9e4eb0025,0,2,1,work_86d2fb63b2bb,Body & Soul: Human Nature & the Crisis in Ethics,0,0,1,
William Lane Craig,theo_28f9e4eb0025,0,2,2,work_866863caa380,Natural Theology: A Reader,0,0,1,
A. Andrew Das,theo_0f63e509379b,0,1,1,work_3ed37ac89ea7,"Paul, the Law, and the Covenant",0,0,1,
A. Edward Siecienski,theo_979f40c3419b,0,1,1,work_0e5f9ded1326,The Filioque: History of a Doctrinal Controversy,0,0,1,
A.T.B. McGowan,theo_e9df3aafbfb1,0,1,1,work_27c808bbfc58,Justification in Perspective: Historical Developments and Contemporary Challenges,0,0,1,
Alan D. Strange,theo_35e43611631b,0,1,1,work_5131fa2aa6a2,Imputation: Christ’s Active Obedience as the Ground of Justification,0,0,1,
Alan J. Spence,theo_c66c309571d9,0,1,1,work_976ef1cccbd3,Christology: A Guide for the Perplexed,0,0,1,
Alan S. Bandy,theo_bd8b00bdfaaf,0,1,1,work_c9284bfe9f72,Understanding Prophecy: A Biblical-Theological Approach,0,0,1,
Alan S. Bandy,Benjamin L. Merkle,0,1,1,work_c9284bfe9f72,Understanding Prophecy: A Biblical-Theological Approach,0,0,1,
Alister E. McGrath,theo_d34847f2a639,0,1,1,work_7326c6abfe56,The Open Secret: A New Vision for Natural Theology,0,0,1,
Allan Anderson,theo_1bb0dfd831b1,0,1,1,work_c9fff14e4a6b,An Introduction to Pentecostalism,0,0,1,
Andrew A. Sandlin,theo_961a272bbcf3,0,1,1,work_03fafccf191d,A Comprehensive Faith: A Festschrift for Meredith G. Kline,0,0,1,
Andrew A. Snelling,theo_1896ac3a298c,0,1,1,work_dc2f949b03fc,"'Earth's Catastrophic Past: Geology, Creation & the Flood'",0,0,1,
Andrew A. Woolsey,theo_6126a1de6e92,0,1,1,work_a9eb999e4d4e,Unity and Continuity in Covenantal Thought: A Study in the Reformed Tradition to the Westminster Assembly,0,0,1,
Andrew Gabriel,theo_d22a2a7b809f,0,1,1,work_a4f3c11d8547,Simply Spirit-Filled: Experiencing God in the Presence and Power of the Holy Spirit,0,0,1,
Andrew J. Byers,theo_6f958e721562,0,1,1,work_bc42223758ee,Ecclesiology and Theosis in the Gospel of John,0,0,1,
Andrew Lincoln,theo_6067e01d697e,0,1,1,work_0ae4ec007f18,Born of a Virgin?,0,0,1,
Andrew Louth,theo_6c9a5e03ca80,0,1,1,work_592750c309da,Maximus the Confessor,0,0,1,
Andrew M. Elam,theo_b9c1334f9828,0,1,1,work_ffb0c05af5ca,"Robert van Kooten, and Randall Bergquist, Merit and Moses: A Critique of the Federal Vision’s Covenant Theology",0,0,1,
Andrew Moody,theo_67b660e2a0c9,0,1,1,work_0e70af1868e0,'The Will of Him Who Sent Me: Augustine’s Theology of the Father’s Will in the Fourth Gospel' (article),0,0,1,
Andrew Purves,theo_ea8d778a7d1b,0,1,1,work_6719bf6d4873,"Exploring Christology and Atonement: Conversations with John McLeod Campbell, H.R. Mackintosh and T.F. Torrance",0,0,1,
Andrew S. Kulikovsky,theo_8435d5fbb345,0,1,1,work_ba5e5095ac8b,"'Creation, Fall, Restoration'",0,0,1,
Andrew S. Malone,theo_c5bb3783ceca,0,1,1,work_38e1a31b02e7,God’s Mediators: A Biblical Theology of Priesthood,0,0,1,
Andrew Wilson,theo_782e1641981b,0,1,1,work_d367cb934ee1,Spirit and Sacrament: An Invitation to Eucharismatic Worship,0,0,1,
Anthony B. Bradley,theo_db61ef1f7328,0,1,1,work_c849ad0c5ac1,"Black and Tired: Essays on Race, Theology, and Ethics",0,0,1,
Ben C. Blackwell,theo_9c88012464b6,0,1,1,work_1e9465117ec3,"John K. Goodrich, and Jason Maston (eds.), Reading Romans in Context: Paul and Second Temple Judaism",0,0,1,
Benjamin Myers,theo_b68da23715cf,0,1,1,work_494949133a2e,The Apostles’ Creed: A Guide to the Ancient Catechism,0,0,1,
Benjamin P. Laird,theo_d96d9f57ba8c,0,1,1,work_068c495545ff,Creating the Canon,0,0,1,
Bobby Jamieson,theo_ba935d1c4407,0,1,1,work_8abe5bfe0c5e,Going Public: Why Baptism Is Required for Church Membership,0,0,1,
Brant Pitre,theo_4a90c1438322,0,1,1,work_3bbfd5f66cb4,"Paul, a New Covenant Jew",0,0,1,
Brian Leftow,theo_43d41b457bbf,0,1,1,work_30f463652237,God and Necessity,0,0,1,
Brian Vickers,theo_09c863fba2ec,0,1,1,work_caabcf6493bb,Justification by Grace through Faith,0,0,1,
Bruce Reichenbach,theo_e05ba8dde845,0,1,1,work_c6dfb1728811,Evil and a Good God,0,0,1,
Bruce Riley Ashford,Keith Whitfield,0,1,1,work_629cfb5e531e,'The Gospel and the Mind: Recovering and Shaping the Intellectual Life',0,0,1,
Bryan Chapell,theo_d63091f14c40,0,1,1,work_6da63c2ec9f5,Christ-Centered Preaching,0,0,1,
Bryan D. Estelle,theo_be2e56ea0b18,0,1,1,work_c3eb64881154,Echoes of Exodus,0,0,1,
Bryan D. Spinks,theo_bc94b1a8f312,0,1,1,work_6e4e20dc98bb,Reformation and Modern Rituals and Theologies of Baptism and the Lord’s Supper,0,0,1,
Bryan Holstrom,theo_81a68570b09d,0,1,1,work_68d9a550ff41,Infant Baptism and the Silence of the New Testament,0,0,1,
Bryan Litfin,theo_08fd87050fe4,0,1,1,work_b07d6beb5dd1,The Early Church,0,0,1,
Carl R. Trueman,theo_875711664eae,0,1,1,work_7a72fcbd8662,The Claims of Truth: John Owen’s Trinitarian Theology,0,0,1,
Chad Van Dixhoorn,theo_70c4c0024cf3,0,1,1,work_f08fc3e00ab9,Confessing the Faith: A Reader’s Guide to the Westminster Confession of Faith,0,0,1,
Christian Smith,theo_458916d6feb4,0,1,1,work_e4b33e4077f9,The Bible Made Impossible,0,0,1,
Christopher R.J. Holmes,theo_f0ee18670f33,0,1,1,work_587327ba45a3,The Holy Spirit,0,0,1,
Christopher Zoccali,theo_76e951abcdd2,0,1,1,work_21bc55c8aa5a,Reading Romans after Supersessionism,0,0,1,
Constantine R. Campbell,theo_e59612537cd4,0,1,1,work_71c1dded5077,Paul and Union with Christ,0,0,1,
Cornelis P. Venema,theo_daebdec17bd2,0,1,1,work_cb39ac0517d4,The Gospel of Free Acceptance in Christ: An Assessment of the Reformation and New Perspectives on Paul,0,0,1,
Cornelius Plantinga Jr.,theo_9d05e0d4be76,0,1,1,work_6912797fb3c0,Not the Way It's Supposed to Be: A Breviary of Sin,0,0,1,
Craig A. Evans,Emanuel Tov,0,1,1,work_317e6b7a5eb0,Exploring the Origins of the Bible,0,0,1,
Craig L. Blomberg,Sung Wook Chung,0,1,1,work_1a849e5ffadb,A Case for Historic Premillennialism,0,0,1,
D. Glenn Butner Jr.,theo_97ca585ba45d,0,1,1,work_aab49436155c,The Son Who Learned Obedience: A Theological Case Against the Eternal Submission of the Son,0,0,1,
D.A. Carson,John Woodbridge,0,1,1,work_ad659243f87c,Scripture and Truth,0,0,1,
D.G. Hart,theo_ba1e09f5b1a6,0,1,1,work_1279095d360a,Recovering Mother Kirk: The Case for Liturgy in the Reformed Tradition,0,0,1,
Dale Tuggy,theo_1876ddfb9ef4,0,1,1,work_338d8fcd1432,What is the Trinity?,0,0,1,
Daniel Castelo,theo_25d3bd2d6600,0,1,1,work_f5bcc58b1a9a,Pneumatology: A Guide for the Perplexed,0,0,1,
Daniel I. Block,theo_98912e626e46,0,1,1,work_102e554760ff,Covenant: The Framework of God's Grand Plan of Redemption,0,0,1,
David Alexander,theo_8628b0660932,0,1,1,work_a0196cdf13bf,Calvinism and the Problem of Evil,0,0,1,
David Alexander,Daniel Johnson,0,1,1,work_a0196cdf13bf,Calvinism and the Problem of Evil,0,0,1,
David B. Garner,theo_c5403be06c5b,0,1,1,work_7fb58399c0e0,Sons in the Son: The Riches and Reach of Adoption in Christ,0,0,1,
David F. Wright,theo_31822b3445d8,0,1,1,work_e9a2de4cf487,Baptism: Three Views,0,0,1,
David Gibson,theo_66ed692bd243,0,1,1,work_8c3859638b3a,From Heaven He Came and Sought Her,0,0,1,
David Gibson,Jonathan Gibson,0,1,1,work_8c3859638b3a,From Heaven He Came and Sought Her,0,0,1,
David Kelsey,theo_968a7e5fd370,0,1,1,work_d7461b87309b,Eccentric Existence: A Theological Anthropology,0,0,1,
David L. Turner,theo_3733edc32d1d,0,1,1,work_f48a47ad158d,Israel and the Church: An Examination of Replacement Theology,0,0,1,
David Peterson,theo_40d77cb66571,0,1,1,work_78ce7e3597af,Possessed by God: A New Testament Theology of Sanctification and Holiness,0,0,1,
David Powlison,theo_75df0a1ab987,0,1,1,work_6048ba6d0b55,How Does Sanctification Work?,0,0,1,
David Rudolph,theo_179780654878,0,1,1,work_790c1a9a59b9,Introduction to Messianic Judaism,0,0,1,
David Rudolph,Joel Willitts,0,1,1,work_790c1a9a59b9,Introduction to Messianic Judaism,0,0,1,
Deborah B. Haarsma,theo_eeb1b16965ec,0,1,1,work_c22888029e07,"'Origins: Christian Perspectives on Creation, Evolution, and Intelligent Design'",0,0,1,
Deborah B. Haarsma,Loren D. Haarsma,0,1,1,work_c22888029e07,"'Origins: Christian Perspectives on Creation, Evolution, and Intelligent Design'",0,0,1,
Denis Alexander,theo_1fdca66cbe45,0,1,1,work_b6a0b2ce196b,'Creation or Evolution: Do We Have to Choose?',0,0,1,
Eleonore Stump,theo_d8d98989fd0f,0,1,1,work_46f3b8251854,Wandering in Darkness: Narrative and the Problem of Suffering,0,0,1,
Fleming Rutledge,theo_3ac37f67eb33,0,1,1,work_e0e55e637c06,The Crucifixion: Understanding the Death of Jesus Christ,0,0,1,
Francis Watson,theo_8cc7416ab759,0,1,1,work_fde082dc6087,Gospel Writing: A Canonical Perspective,0,0,1,
G. Michael Thomas,theo_fbad7d2fb867,0,1,1,work_9e51ec808899,The Extent of the Covenant of Works: A Review of Recent Literature,0,0,1,
Garry J. Williams,theo_1dc6f16749e9,0,1,1,work_b93d068e2300,The Grace of God in the Gospel,0,0,1,
Gavin Ortlund,theo_7bc4266159e4,0,1,1,work_0fec33d778e7,Retrieving Augustine’s Doctrine of the Trinity,0,0,1,
Gerald O’Collins,theo_5683b3afd120,0,1,1,work_15f5c1411d51,"Christology: A Biblical, Historical, and Systematic Study of Jesus",0,0,1,
Gilles Emery,theo_ffbfdb23c492,0,1,1,work_beddcf83055d,The Trinity: An Introduction to Catholic Doctrine on the Triune God,0,0,1,
Glen Clary,theo_573911a8232d,0,1,1,work_9f3f1189d93a,‘The Lord’s Supper in the Westminster Standards’ (WTJ 2018),0,0,1,
Graham Oppy,theo_65e75b9275da,0,1,1,work_009a41047bd6,Arguing About Gods,0,0,1,
Grant R. Osborne,theo_c07a2449d8c9,0,1,1,work_f3853fad7abb,Revelation (BECNT),0,0,1,
Greg Forster,theo_8364548716af,0,1,1,work_7f203f3780ce,The Joy of Calvinism,0,0,1,
Gregg Davidson,theo_a37b1c0215ea,0,1,1,work_cc1a7bbd40cf,"'The Grand Canyon, Monument to an Ancient Earth'",0,0,1,
Gregg Davidson,Ken Wolgemuth,0,1,1,work_cc1a7bbd40cf,"'The Grand Canyon, Monument to an Ancient Earth'",0,0,1,
Gregory A. Boyd,Paul R. Eddy,0,1,1,work_76defa522d21,The Nature of the Atonement: Four Views,0,0,1,
Guillaume Bignon,theo_329ac105be6e,0,1,1,work_e78b2612a16c,Excusing Sinners and Blaming God: A Response to the Problem of Divine Determinism,0,0,1,
Hans Frei,theo_a18dd94d35f9,0,1,1,work_30bc49d53f83,The Eclipse of Biblical Narrative,0,0,1,
Hans Küng,theo_3acb7fd4f08a,0,1,1,work_c805f620a52a,The Church,0,0,1,
Hans Schwarz,theo_705d780b4c90,0,1,1,work_461cca37e9f6,The Human Being: A Theological Anthropology,0,0,1,
Heath A. Thomas,theo_750345b75ac2,0,1,1,work_fe09b1d53b43,"Jeremy Evans & Paul Copan (eds.), Holy War in the Bible: Christian Morality and an Old Testament Problem",0,0,1,
Hugh Ross,theo_3044ff399dfa,0,1,1,work_e67398a5ad43,'Navigating Genesis',0,0,1,
Hunter Baker,theo_87260f760d3b,0,1,1,work_9c83a4ae4033,The End of Secularism,0,0,1,
Ian Boxall,theo_88121651ccae,0,1,1,work_7ff1f4da5e0d,The Revelation of Saint John,0,0,1,
Ian Paul,theo_cfbca7daed15,0,1,1,work_9278c86fb7b1,Revelation (TNTC),0,0,1,
J. Denny Weaver,theo_7dbd08f0b8e3,0,1,1,work_75669ca441b6,The Nonviolent Atonement,0,0,1,
J. Gary Millar,theo_13b204833441,0,1,1,work_91bb4bd8f957,Now Choose Life: Theology and Ethics in Deuteronomy,0,0,1,
J. Webb Mealy,theo_0dd07dbef6a5,0,1,1,work_cb0c410d12a6,After the Thousand Years: Resurrection and Judgment in Revelation 20,0,0,1,
J. Wentzel van Huyssteen,theo_33ca5f50d24d,0,1,1,work_b15a71cc0bb5,Alone in the World? Human Uniqueness in Science and Theology,0,0,1,
James Eglinton,theo_227cc11d46bf,0,1,1,work_8136f65c5ae9,'Bavinck: A Critical Biography' (discussion of common grace),0,0,1,
James J. Buckley,theo_83a7b350d3cd,0,1,1,work_fff36876f26c,The Blackwell Companion to Sacraments,0,0,1,
James J. Buckley,Gabriel Fackre,0,1,1,work_fff36876f26c,The Blackwell Companion to Sacraments,0,0,1,
James J. Cassidy,theo_fb9d41fdcf47,0,1,1,work_b959b5d1000a,"‘Fencing the Table: Admission to the Lord’s Supper in the Reformed Tradition’ (Ordained Servant, 2016)",0,0,1,
